Timestamp,1. What is your age?,2. Gender,3. What is your academic level?,4. What is your field of study?,5. Have you had prior experience with AI tools?,6. How frequently do you use ChatGPT?,7. For what purposes do you primarily use ChatGPT? (Select all that apply),8. How much time do you spend using ChatGPT per week?,9. Do you believe ChatGPT has improved your research efficiency?,10. Has ChatGPT enhanced the quality of your writing?,11. Has ChatGPT increased your understanding of complex concepts?,12. What other benefits have you experienced from using ChatGPT?,13. Do you think you have become overly reliant on ChatGPT?,14. Are you concerned about plagiarism when using ChatGPT?,15. Has using ChatGPT impacted your critical thinking skills?,16. What other drawbacks have you experienced from using ChatGPT? ,17. Has your approach to research changed due to ChatGPT?,18. Has ChatGPT shifted your writing style?,19. Do you find yourself relying more on AI tools since using ChatGPT?,20. What other changes have you noticed in your learning habits?,21. How has ChatGPT influenced your academic performance? 
28/09/2024 20:25:58,26,Female,Graduated,Science and Technology,Yes,Daily,Other,1-3 hours,Agree,Agree,Agree,Enhanced creative writing ,Disagree,Neutral,Agree,None ,Agree,Agree,Agree,Different way of thinking ,Academics become better 
28/09/2024 21:03:18,26,Female,Graduated,Arts and Humanities,Yes,Rarely,Writing,Less than 1 hour,Neutral,Agree,Agree,Gives ideas ,Disagree,Agree,Neutral,A person can't think critically more. ,Neutral,Agree,Agree,Not any,Yes
28/09/2024 21:08:20,22,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",7 hours or more,Agree,Agree,Agree,Improved logic building and problem solving ,Agree,Strongly agree,Neutral,False responses,Agree,Neutral,Agree,Not much changes,It helps alot
28/09/2024 21:11:00,21,Female,Graduated,Science and Technology,Yes,Rarely,Research,Less than 1 hour,Strongly agree,Strongly agree,Agree,In writing and translation it's very helpful for me ,Neutral,Agree,Agree,It's an amazing website helpful in everyfeild ,Strongly agree,Strongly Agree,Agree,Because of chatGTP I learn everything easily without any difficulty ,I think chat GTP is benifical for us but one bad impact is that it decreased our creative thinking style now our own mind creativity level down becomes low because of chatGTP 
28/09/2024 22:20:12,26,Female,Graduated,Arts and Humanities,Yes,Daily,"Research, Writing, General knowledge, Other",Less than 1 hour,Strongly agree,Agree,Strongly agree,,Agree,Agree,Agree,,Agree,Agree,Agree,,
29/09/2024 00:52:47,20,Male,Undergraduated,Software Engineering,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",Less than 1 hour,Strongly agree,Agree,Agree,better understanding and personalized explanation ,Neutral,Agree,Neutral,,Agree,Disagree,Agree,research has become easy,"yes ,in a positive manner"
29/09/2024 08:30:11,21,Male,Undergraduated,Business and Accounting,Yes,Rarely,"General knowledge, Other",Less than 1 hour,Agree,Neutral,Agree,Getting the resources easily. And in easy format to understand ,Disagree,Neutral,Disagree,Not fully reliable. ,Agree,Disagree,Disagree,"Not exactly, because I am not fully relied on them ",Not much 
29/09/2024 11:45:28,19,Male,Undergraduated,Software Engineering,Yes,Daily,"Research, Writing, Homework assistance",Less than 1 hour,Strongly agree,Strongly agree,Agree,Now I can build my projects faster where I stuck I get help from chat gpt,Disagree,Agree,Disagree,Sometimes it don't give you exact solution you need you also should have understanding about the thing you are otherwise you will be stucked,Agree,Agree,Neutral,now I can learn thing faster and easier because now I don't have to rely on Google and spend hours to find my answer ,"yes,Greatly improved "
29/09/2024 12:27:38,21,Male,Undergraduated,Computer Science,Yes,Weekly,Research,Less than 1 hour,Agree,Neutral,Strongly agree,Easy learning ,Strongly disagree,Disagree,Strongly agree,Lack of knowledge ,Neutral,Strongly Agree,Neutral,Easiest way of learning ,Yes
29/09/2024 13:21:22,17,Male,High school,Computer Science,No,Rarely,Research,Less than 1 hour,Agree,Neutral,Neutral,It gives us the easiest and understandable answerss,Neutral,Agree,Disagree,Sometimes it gives us error while  Solving any answer,Agree,Neutral,Agree,Nothing,Yess
29/09/2024 15:04:45,20,Prefer not to say,Undergraduated,Other,No,Weekly,"Research, General knowledge, Other",1-3 hours,Agree,Agree,Strongly agree,It's help me with my studies ,Agree,Neutral,Agree,,Agree,Agree,Agree,,
29/09/2024 16:54:18,18,Female,Undergraduated,Other,No,Rarely,"Homework assistance, General knowledge",Less than 1 hour,Agree,Neutral,Neutral,Normal,Agree,Agree,Neutral,,Neutral,Agree,Neutral,Sentences skills,
29/09/2024 17:06:55,18,Female,Undergraduated,Other,No,Daily,Homework assistance,Less than 1 hour,Agree,Neutral,Agree,,Agree,Neutral,Agree,,Agree,Neutral,Disagree,,
29/09/2024 17:19:34,19,Female,Undergraduated,Other,No,Rarely,Research,Less than 1 hour,Neutral,Neutral,Neutral,Many other related to work,Neutral,Neutral,Neutral,Not that much ,Neutral,Disagree,Neutral,Nothing ,Increase in knowledge 
29/09/2024 17:59:36,Above 40,Female,High school,Arts and Humanities,No,Never,Homework assistance,Less than 1 hour,Strongly disagree,Strongly Disagree,Strongly disagree,,Strongly disagree,Strongly Disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Disagree,I don't have to study at all. ChatGPT does everything for me,Significantly positively
29/09/2024 18:03:00,20,Male,High school,Computer Science,Yes,Daily,"Research, Homework assistance, General knowledge",1-3 hours,Neutral,Neutral,Strongly agree,Simple explanation of complex concepts,Disagree,Disagree,Disagree,,Strongly agree,Disagree,Agree,Its easier now to get answers to complex questions that I couldn't ask correctly,It has made it faster to learn
29/09/2024 20:49:51,22,Female,Undergraduated,Computer Science,No,Daily,General knowledge,1-3 hours,Agree,Agree,Agree,Good ,Neutral,Neutral,Agree,,Agree,Disagree,Agree,,
30/09/2024 01:48:31,23,Female,Graduated,Computer Science,Yes,Daily,Writing,Less than 1 hour,Agree,Agree,Agree,No,Agree,Agree,Agree,Good,Agree,Agree,Agree,Everything is good,Good
30/09/2024 09:02:39,23,Female,Undergraduated,Medical Science,Yes,Monthly,General knowledge,1-3 hours,Agree,Agree,Agree,It increase my knowledge ,Neutral,Agree,Neutral,Limited time of search ,Agree,Agree,Agree,Improved knowledge ,Yes helps me alot
30/09/2024 11:37:15,21,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance",1-3 hours,Neutral,Neutral,Strongly agree,Helps in every aspect of life,Strongly,Agree,Strongly agree,..,Agree,Agree,Agree,Reduce research work ,improved
30/09/2024 11:49:52,18,Male,Undergraduated,Civil Engineering,No,Rarely,"Research, General knowledge",Less than 1 hour,Agree,Strongly Disagree,Disagree,Nothing ,Agree,Disagree,Strongly agree,People are lazy,Neutral,Disagree,Disagree,Nothing,Yes 
30/09/2024 11:50:11,18,Male,Undergraduated,Civil Engineering,No,Daily,Research,Less than 1 hour,Strongly agree,Neutral,Agree,It helps in our homework,Agree,Agree,Agree,,Agree,Neutral,Agree,,
30/09/2024 11:52:08,20,Male,Undergraduated,Software Engineering,Yes,Weekly,Homework assistance,Less than 1 hour,Neutral,Agree,Neutral,Can get code for java,Neutral,Disagree,Neutral,No side effects,Agree,Neutral,Neutral,No changes uses very rarely,No effect
30/09/2024 12:03:28,20,Female,Undergraduated,Electrical Engineering,No,Rarely,Homework assistance,Less than 1 hour,Agree,Neutral,Agree,,Neutral,Neutral,Agree,,Neutral,Disagree,Agree,,
30/09/2024 12:07:21,19,Male,Undergraduated,Civil Engineering,Yes,Weekly,Research,Less than 1 hour,Agree,Agree,Neutral,,Neutral,Disagree,Neutral,,Neutral,Agree,Neutral,,
30/09/2024 12:11:23,18,Male,Undergraduated,Civil Engineering,Yes,Rarely,Research,Less than 1 hour,Agree,Disagree,Neutral,It decreased my time consuption.,Disagree,Neutral,Agree,,Disagree,Disagree,Agree,Chat gpt inhance your writing skills,They provide extra information 
30/09/2024 12:12:11,18,Male,Undergraduated,Civil Engineering,No,Weekly,Writing,Less than 1 hour,Agree,Agree,Neutral,It decreased my time consumption and some how improved my writing skills. ,Neutral,Disagree,Neutral,I have got not much detail which is required.,Agree,Agree,Agree,Not fruitful. ,.
30/09/2024 12:12:45,21,Female,Undergraduated,Computer Science,Yes,Daily,Other,1-3 hours,Neutral,Agree,Agree,For learning and communicating skills improvement,Agree,Agree,Agree,Decrease in your critical and logical skills ,Neutral,Neutral,Agree,.,.
30/09/2024 12:12:52,19,Female,Undergraduated,Computer Science,No,Never,General knowledge,Less than 1 hour,Agree,Agree,Agree,I actually don't use ChatGPT,Disagree,Agree,Agree,I never used ChatGPT  so I don't know ,Agree,Agree,Agree,Reasoning ,Helpful 
30/09/2024 12:19:39,18,Male,Undergraduated,Software Engineering,Yes,Rarely,General knowledge,Less than 1 hour,Neutral,Disagree,Agree,I use chatgpt for gaining knowledge ,Disagree,Disagree,Agree,I can replace human thinking ,Disagree,Agree,Disagree,No changes,By gaining knowledge 
30/09/2024 13:29:51,20,Female,Undergraduated,Aerospace Engineering,Yes,Monthly,Research,Less than 1 hour,Strongly agree,Disagree,Neutral,,Neutral,Agree,Strongly agree,,Agree,Agree,Agree,,
30/09/2024 17:44:10,25,Male,High school,Agriculture,No,Monthly,General knowledge,7 hours or more,Neutral,Strongly Disagree,Disagree,L,Strongly,Strongly agree,Strongly agree,F,Strongly disagree,Strongly Agree,Disagree,LPC,xyz
30/09/2024 21:31:15,21,Male,Undergraduated,Civil Engineering,Yes,Monthly,"Research, Writing, Homework assistance",Less than 1 hour,Strongly agree,Agree,Agree,,Agree,Agree,Agree,,Agree,Agree,Agree,,
1/10/2024 1:50,20,Male,Undergraduated,Mechanical Engineering,No,Rarely,"Research, Homework assistance, General knowledge",Less than 1 hour,Strongly agree,Neutral,Agree,Gain Knowledge,Agree,Neutral,Agree,,Agree,Neutral,Agree,Researching,Better
5/10/2024 12:05,26,Male,Graduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance",7 hours or more,Strongly agree,Strongly agree,Agree,Forming my documents or content,Agree,Strongly agree,Agree,Brainstorming,Agree,Strongly Agree,Agree,Laziness,Got good grades
5/10/2024 19:50,18,Male,High school,Computer Science,No,Rarely,General knowledge,Less than 1 hour,Strongly agree,Neutral,Neutral,Understanding and easy why of reaching to the correct answer ,Agree,Neutral,Neutral,Nothing ,Neutral,Neutral,Agree,Nothing else,We can easily get answer of any question
6/10/2024 23:15,20,Male,High school,Civil Engineering,No,Rarely,Other,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,,Neutral,Neutral,Agree,,Neutral,Neutral,Neutral,,
7/10/2024 11:22,20,Male,Undergraduated,Computer Science,Yes,Daily,"Research, Writing, Homework assistance, General knowledge",1-3 hours,Agree,Agree,Agree,Not quite sure,Neutral,Agree,Agree,Not qyite sure,Strongly agree,Strongly Agree,Agree,"I have started relying on GPT alot, it helps me out with different tasks and is helping me out to be a better student.",It's made it a lot better.
9/10/2024 12:30,19,Male,Undergraduated,Business and Accounting,Yes,Rarely,"Research, General knowledge",Less than 1 hour,Agree,Agree,Agree,Its good until not used for any shortcuts and cheating stuff,Strongly disagree,Strongly Disagree,Strongly disagree,Not at all everything have positive and nagative use it depends on us,Neutral,Strongly disagree,Disagree,Nothing not at all,"Well yes, by positive use of it"
9/10/2024 12:58,24,Male,Undergraduated,Civil Engineering,No,Weekly,Research,Less than 1 hour,Strongly agree,Strongly agree,Strongly agree,More,Agree,Agree,Agree,Not any,Agree,Agree,Agree,Relying on chatgpt ,Enhanced 
9/10/2024 22:11,22,Male,Undergraduated,Electrical Engineering,No,Rarely,"Research, Writing, Homework assistance, General knowledge, Other",Less than 1 hour,Agree,Agree,Neutral,,Strongly,Agree,Agree,,Agree,Agree,Agree,,
16/10/2024 00:22:38,18,Female,Undergraduated,Other,No,Weekly,Research,Less than 1 hour,Agree,Strongly agree,Agree,,Neutral,Neutral,Agree,I don't have any experience ,Strongly agree,Agree,Neutral,,
3/11/2024 18:43,23,Female,Graduated,Other,Yes,Weekly,"Research, Writing, Homework assistance, General knowledge",4-6 hours,Agree,Agree,Agree,,Agree,Strongly agree,Agree,,Agree,Agree,Agree,,
24/05/2024 08:24:50,22,Male,Graduated,Engineering,No,Daily,"Research, Writing",Less than 1 hour,Neutral,Neutral,Agree,Helpful website,Neutral,Neutral,Agree,,Agree,Disagree,Agree,Saves time on assignments,
28/05/2024 20:18:55,20,Prefer not to say,Graduated,Engineering,Yes,Rarely,Homework assistance,3-5 hours,Disagree,Disagree,Agree,,Disagree,Neutral,Disagree,,Agree,Neutral,Neutral,It's a useful tool,
17/09/2024 15:32:33,22,Male,Undergraduated,Medicine,Yes,Weekly,General knowledge,3-5 hours,Disagree,Agree,Agree,,Agree,Neutral,Agree,,Neutral,Disagree,Agree,Helpful website,
11/7/2024 16:36,22,Prefer not to say,Graduated,Engineering,No,Weekly,"Writing, Homework assistance",1-3 hours,Disagree,Disagree,Disagree,Improves research skills,Agree,Agree,Disagree,,Agree,Agree,Neutral,,
23/06/2024 02:23:19,25,Female,Undergraduated,Computer Science,No,Never,"Research, Writing",1-3 hours,Neutral,Agree,Neutral,resolve complex queries,Agree,Disagree,Neutral,,Neutral,Disagree,Neutral,It's a useful tool,
20/08/2024 09:46:56,25,Female,Undergraduated,Arts,Yes,Daily,Homework assistance,Less than 1 hour,Disagree,Disagree,Disagree,Helpful website,Disagree,Agree,Agree,,Disagree,Disagree,Neutral,Saves time on assignments,
20/03/2024 12:47:05,25,Prefer not to say,Undergraduated,Arts,No,Weekly,"Research, Writing",Less than 1 hour,Disagree,Agree,Neutral,It's a useful tool,Disagree,Agree,Agree,,Agree,Disagree,Agree,resolve complex queries,
5/9/2024 7:39,24,Male,Graduated,Social Sciences,No,Never,"Research, Homework assistance",More than 5 hours,Agree,Agree,Agree,Improves research skills,Disagree,Neutral,Disagree,,Disagree,Neutral,Neutral,,
9/9/2024 7:49,18,Female,Graduated,Social Sciences,No,Never,"Research, Homework assistance",Less than 1 hour,Disagree,Disagree,Neutral,Helpful website,Neutral,Agree,Agree,,Neutral,Agree,Neutral,Helpful website,
10/8/2024 2:41,22,Male,Graduated,Medicine,Yes,Rarely,"Research, Writing",3-5 hours,Neutral,Neutral,Disagree,It's a useful tool,Agree,Agree,Disagree,,Disagree,Agree,Agree,,
17/06/2024 18:54:32,21,Male,Graduated,Social Sciences,No,Weekly,"Writing, Homework assistance",More than 5 hours,Agree,Neutral,Neutral,It's a useful tool,Neutral,Disagree,Neutral,,Disagree,Neutral,Neutral,,
14/10/2024 10:20:55,25,Prefer not to say,Graduated,Arts,Yes,Weekly,"Research, Homework assistance",3-5 hours,Agree,Agree,Agree,resolve complex queries,Neutral,Disagree,Neutral,,Disagree,Neutral,Neutral,resolve complex queries,
13/09/2024 18:35:32,19,Male,Undergraduated,Computer Science,Yes,Weekly,Homework assistance,More than 5 hours,Agree,Agree,Agree,,Neutral,Agree,Disagree,,Agree,Agree,Disagree,Saves time on assignments,
6/1/2024 17:03,19,Female,Graduated,Business and Finance,Yes,Weekly,"Research, Writing",1-3 hours,Disagree,Neutral,Neutral,Saves time on assignments,Neutral,Disagree,Neutral,,Neutral,Agree,Agree,Helpful website,
30/07/2024 05:14:22,25,Prefer not to say,Graduated,Arts,Yes,Daily,"Writing, Homework assistance",Less than 1 hour,Agree,Agree,Disagree,,Neutral,Disagree,Neutral,,Neutral,Neutral,Disagree,,
29/08/2024 15:09:18,21,Male,Undergraduated,Computer Science,Yes,Rarely,Research,Less than 1 hour,Agree,Agree,Agree,,Agree,Disagree,Disagree,,Disagree,Disagree,Disagree,Improves research skills,
3/5/2024 3:57,25,Prefer not to say,Undergraduated,Social Sciences,Yes,Daily,"Research, Writing",More than 5 hours,Agree,Agree,Agree,Improves research skills,Agree,Agree,Neutral,,Agree,Disagree,Disagree,,
22/02/2024 09:48:20,19,Male,Graduated,Arts,No,Daily,Research,1-3 hours,Neutral,Disagree,Agree,,Disagree,Disagree,Agree,,Neutral,Agree,Disagree,,
7/2/2024 7:10,25,Male,Undergraduated,Social Sciences,No,Never,Research,1-3 hours,Neutral,Agree,Agree,It's a useful tool,Agree,Disagree,Agree,,Disagree,Agree,Neutral,,
22/07/2024 21:53:47,21,Male,Graduated,Business and Finance,Yes,Daily,"Research, Writing",3-5 hours,Neutral,Neutral,Neutral,resolve complex queries,Neutral,Disagree,Disagree,,Disagree,Neutral,Agree,,
7/11/2024 10:31,21,Male,Undergraduated,Medicine,Yes,Rarely,"Research, Writing",3-5 hours,Neutral,Neutral,Disagree,resolve complex queries,Agree,Agree,Agree,,Agree,Neutral,Neutral,Helpful website,
16/03/2024 03:54:16,25,Prefer not to say,Undergraduated,Arts,Yes,Never,Research,More than 5 hours,Agree,Neutral,Disagree,Helpful website,Agree,Neutral,Neutral,,Agree,Neutral,Neutral,,
16/02/2024 21:23:19,20,Male,Graduated,Computer Science,Yes,Weekly,General knowledge,More than 5 hours,Neutral,Agree,Agree,,Agree,Disagree,Agree,,Neutral,Neutral,Neutral,Improves research skills,
22/04/2024 22:30:33,24,Male,Graduated,Medicine,No,Rarely,"Writing, Homework assistance",Less than 1 hour,Disagree,Neutral,Neutral,Saves time on assignments,Disagree,Neutral,Neutral,,Disagree,Disagree,Agree,,
7/10/2024 11:48,18,Female,Undergraduated,Engineering,Yes,Never,"Research, Writing",3-5 hours,Disagree,Agree,Disagree,,Disagree,Disagree,Neutral,,Neutral,Neutral,Agree,It's a useful tool,
14/06/2024 13:41:45,24,Prefer not to say,Graduated,Social Sciences,Yes,Rarely,"Research, Homework assistance",1-3 hours,Agree,Neutral,Disagree,resolve complex queries,Disagree,Disagree,Disagree,,Neutral,Agree,Agree,resolve complex queries,
6/2/2024 16:57,22,Female,Graduated,Computer Science,Yes,Weekly,"Research, Homework assistance",1-3 hours,Agree,Agree,Disagree,Helpful website,Agree,Disagree,Neutral,,Disagree,Neutral,Agree,Saves time on assignments,
25/08/2024 06:08:24,25,Prefer not to say,Graduated,Arts,No,Daily,"Research, Writing",More than 5 hours,Neutral,Agree,Agree,Improves research skills,Agree,Disagree,Neutral,,Agree,Agree,Neutral,,
23/08/2024 11:29:08,22,Female,Graduated,Business and Finance,Yes,Never,"Research, Homework assistance",1-3 hours,Agree,Disagree,Agree,,Neutral,Neutral,Disagree,,Agree,Disagree,Neutral,,
30/08/2024 16:33:23,22,Prefer not to say,Undergraduated,Business and Finance,Yes,Weekly,"Writing, Homework assistance",More than 5 hours,Agree,Neutral,Agree,Improves research skills,Agree,Neutral,Neutral,,Agree,Disagree,Disagree,Improves research skills,
11/6/2024 7:19,20,Female,Graduated,Arts,Yes,Weekly,"Writing, Homework assistance",1-3 hours,Agree,Agree,Neutral,resolve complex queries,Disagree,Disagree,Disagree,,Neutral,Neutral,Neutral,Saves time on assignments,
17/06/2024 02:04:36,21,Female,Graduated,Social Sciences,No,Weekly,"Writing, Homework assistance",3-5 hours,Neutral,Agree,Neutral,It's a useful tool,Disagree,Neutral,Neutral,,Disagree,Neutral,Agree,It's a useful tool,
25/05/2024 18:51:17,19,Prefer not to say,Graduated,Engineering,Yes,Rarely,"Research, Writing",1-3 hours,Neutral,Disagree,Agree,,Neutral,Disagree,Agree,,Neutral,Agree,Neutral,Improves research skills,
15/06/2024 10:32:38,25,Prefer not to say,Graduated,Social Sciences,No,Weekly,Homework assistance,1-3 hours,Disagree,Agree,Agree,,Disagree,Neutral,Neutral,,Neutral,Agree,Neutral,Helpful website,
14/09/2024 15:33:06,23,Prefer not to say,Graduated,Arts,No,Weekly,General knowledge,3-5 hours,Agree,Agree,Agree,Improves research skills,Neutral,Disagree,Disagree,,Agree,Agree,Neutral,It's a useful tool,
27/06/2024 08:38:57,19,Prefer not to say,Undergraduated,Medicine,Yes,Rarely,"Writing, Homework assistance",1-3 hours,Agree,Agree,Disagree,It's a useful tool,Neutral,Neutral,Neutral,,Agree,Disagree,Disagree,Improves research skills,
15/10/2024 21:13:06,19,Prefer not to say,Graduated,Business and Finance,Yes,Daily,General knowledge,3-5 hours,Agree,Neutral,Neutral,,Agree,Neutral,Neutral,,Agree,Neutral,Neutral,,
16/06/2024 06:53:40,20,Female,Undergraduated,Arts,Yes,Daily,"Research, Homework assistance",More than 5 hours,Disagree,Neutral,Disagree,resolve complex queries,Agree,Neutral,Disagree,,Neutral,Agree,Agree,Improves research skills,
15/03/2024 00:22:32,22,Female,Undergraduated,Business and Finance,No,Never,Homework assistance,More than 5 hours,Disagree,Disagree,Neutral,,Agree,Disagree,Agree,,Agree,Agree,Disagree,resolve complex queries,
20/01/2024 03:51:09,20,Female,Graduated,Social Sciences,Yes,Daily,"Research, Writing",3-5 hours,Neutral,Disagree,Neutral,Saves time on assignments,Agree,Disagree,Neutral,,Disagree,Disagree,Disagree,,
9/5/2024 18:22,20,Prefer not to say,Undergraduated,Business and Finance,Yes,Daily,"Writing, Homework assistance",3-5 hours,Agree,Agree,Disagree,,Neutral,Neutral,Agree,,Disagree,Neutral,Agree,,
10/10/2024 3:12,18,Prefer not to say,Graduated,Arts,Yes,Rarely,"Writing, Homework assistance",Less than 1 hour,Neutral,Disagree,Neutral,,Disagree,Neutral,Disagree,,Neutral,Agree,Disagree,It's a useful tool,
20/02/2024 01:17:13,20,Prefer not to say,Graduated,Medicine,Yes,Weekly,"Writing, Homework assistance",1-3 hours,Agree,Neutral,Agree,It's a useful tool,Disagree,Agree,Agree,,Disagree,Disagree,Disagree,,
16/10/2024 03:20:36,23,Female,Graduated,Engineering,No,Rarely,"Writing, Homework assistance",3-5 hours,Neutral,Disagree,Neutral,,Agree,Disagree,Neutral,,Disagree,Agree,Agree,Helpful website,
18/02/2024 02:31:27,18,Male,Graduated,Medicine,No,Never,Research,3-5 hours,Agree,Neutral,Agree,resolve complex queries,Agree,Agree,Disagree,,Disagree,Disagree,Agree,,
9/8/2024 6:44,18,Female,Graduated,Arts,Yes,Daily,Research,1-3 hours,Agree,Agree,Neutral,Improves research skills,Disagree,Agree,Neutral,,Disagree,Agree,Agree,,
12/9/2024 19:13,23,Prefer not to say,Undergraduated,Engineering,No,Never,General knowledge,Less than 1 hour,Disagree,Neutral,Neutral,resolve complex queries,Agree,Disagree,Neutral,,Agree,Disagree,Neutral,It's a useful tool,
26/05/2024 05:24:20,24,Male,Graduated,Computer Science,Yes,Weekly,"Research, Writing",Less than 1 hour,Disagree,Disagree,Neutral,It's a useful tool,Neutral,Agree,Disagree,,Neutral,Agree,Neutral,It's a useful tool,
27/03/2024 22:44:38,21,Prefer not to say,Graduated,Medicine,No,Never,Research,More than 5 hours,Disagree,Neutral,Disagree,,Neutral,Disagree,Disagree,,Disagree,Disagree,Disagree,Helpful website,
27/05/2024 15:23:03,20,Male,Graduated,Arts,No,Rarely,Homework assistance,Less than 1 hour,Disagree,Neutral,Disagree,Helpful website,Disagree,Neutral,Agree,,Disagree,Disagree,Agree,,
28/09/2024 00:12:25,22,Male,Graduated,Business and Finance,No,Weekly,General knowledge,1-3 hours,Agree,Disagree,Neutral,Saves time on assignments,Agree,Disagree,Agree,,Agree,Disagree,Agree,Helpful website,
31/07/2024 02:33:18,25,Prefer not to say,Undergraduated,Social Sciences,No,Daily,"Research, Homework assistance",3-5 hours,Agree,Neutral,Disagree,Saves time on assignments,Agree,Neutral,Disagree,,Neutral,Disagree,Neutral,Improves research skills,
15/01/2024 00:10:19,20,Prefer not to say,Graduated,Business and Finance,Yes,Daily,"Writing, Homework assistance",3-5 hours,Disagree,Disagree,Disagree,Improves research skills,Agree,Disagree,Agree,,Disagree,Neutral,Disagree,,
2/3/2024 13:30,24,Female,Undergraduated,Computer Science,Yes,Weekly,"Research, Homework assistance",3-5 hours,Disagree,Agree,Neutral,,Neutral,Disagree,Neutral,,Neutral,Disagree,Disagree,,
18/02/2024 02:57:33,24,Male,Graduated,Business and Finance,Yes,Never,"Research, Homework assistance",More than 5 hours,Agree,Agree,Neutral,It's a useful tool,Disagree,Neutral,Disagree,,Disagree,Neutral,Neutral,It's a useful tool,
9/2/2024 15:56,22,Female,Graduated,Arts,No,Daily,"Research, Writing",1-3 hours,Neutral,Disagree,Neutral,,Neutral,Neutral,Neutral,,Disagree,Disagree,Neutral,,
26/05/2024 19:18:10,24,Prefer not to say,Undergraduated,Medicine,No,Never,"Research, Writing",3-5 hours,Neutral,Neutral,Neutral,Saves time on assignments,Agree,Agree,Neutral,,Disagree,Neutral,Neutral,Helpful website,
23/04/2024 09:58:12,22,Female,Graduated,Arts,Yes,Daily,Homework assistance,1-3 hours,Agree,Agree,Agree,resolve complex queries,Neutral,Neutral,Agree,,Disagree,Disagree,Agree,It's a useful tool,
9/2/2024 6:39,24,Prefer not to say,Graduated,Computer Science,Yes,Weekly,General knowledge,Less than 1 hour,Agree,Neutral,Disagree,Saves time on assignments,Agree,Disagree,Agree,,Disagree,Disagree,Neutral,resolve complex queries,
20/07/2024 21:52:13,19,Female,Graduated,Engineering,Yes,Daily,General knowledge,Less than 1 hour,Disagree,Agree,Neutral,Improves research skills,Disagree,Neutral,Disagree,,Neutral,Disagree,Neutral,Saves time on assignments,
20/05/2024 22:17:16,19,Prefer not to say,Undergraduated,Social Sciences,No,Daily,Research,More than 5 hours,Neutral,Agree,Disagree,,Agree,Disagree,Neutral,,Neutral,Agree,Agree,,
12/5/2024 10:34,21,Prefer not to say,Graduated,Medicine,No,Weekly,Homework assistance,Less than 1 hour,Neutral,Neutral,Agree,It's a useful tool,Disagree,Agree,Neutral,,Agree,Agree,Agree,resolve complex queries,
23/06/2024 12:11:52,24,Male,Graduated,Social Sciences,No,Daily,Research,1-3 hours,Agree,Neutral,Agree,,Neutral,Neutral,Agree,,Agree,Neutral,Agree,Saves time on assignments,
31/07/2024 19:44:13,25,Male,Graduated,Medicine,Yes,Never,"Writing, Homework assistance",Less than 1 hour,Disagree,Neutral,Disagree,,Agree,Agree,Agree,,Neutral,Agree,Agree,Saves time on assignments,
15/04/2024 16:56:16,24,Prefer not to say,Undergraduated,Medicine,No,Weekly,Homework assistance,3-5 hours,Neutral,Disagree,Neutral,,Agree,Agree,Agree,,Neutral,Disagree,Agree,It's a useful tool,
27/01/2024 10:37:05,20,Male,Undergraduated,Computer Science,No,Rarely,"Research, Homework assistance",3-5 hours,Neutral,Disagree,Agree,resolve complex queries,Disagree,Neutral,Disagree,,Agree,Agree,Disagree,Improves research skills,
9/4/2024 12:08,23,Male,Graduated,Medicine,No,Weekly,"Writing, Homework assistance",More than 5 hours,Neutral,Disagree,Agree,Helpful website,Disagree,Agree,Neutral,,Agree,Disagree,Neutral,Improves research skills,
14/08/2024 18:35:46,25,Prefer not to say,Graduated,Arts,Yes,Never,"Research, Homework assistance",More than 5 hours,Disagree,Agree,Neutral,resolve complex queries,Agree,Neutral,Disagree,,Neutral,Agree,Neutral,,
23/03/2024 01:04:30,24,Male,Graduated,Business and Finance,No,Daily,"Writing, Homework assistance",Less than 1 hour,Neutral,Disagree,Neutral,resolve complex queries,Neutral,Disagree,Neutral,,Disagree,Neutral,Agree,Saves time on assignments,
9/1/2024 19:15,19,Male,Graduated,Arts,No,Weekly,"Research, Writing",1-3 hours,Disagree,Agree,Neutral,,Agree,Agree,Disagree,,Agree,Disagree,Neutral,It's a useful tool,
8/3/2024 22:52,25,Male,Graduated,Business and Finance,No,Rarely,Homework assistance,1-3 hours,Neutral,Neutral,Neutral,It's a useful tool,Neutral,Agree,Neutral,,Disagree,Disagree,Neutral,Improves research skills,
30/08/2024 19:55:30,20,Male,Undergraduated,Engineering,No,Rarely,Research,1-3 hours,Disagree,Neutral,Neutral,resolve complex queries,Disagree,Agree,Agree,,Agree,Agree,Disagree,Improves research skills,
6/9/2024 15:38,18,Female,Undergraduated,Social Sciences,Yes,Never,Homework assistance,Less than 1 hour,Agree,Neutral,Neutral,,Agree,Disagree,Neutral,,Disagree,Agree,Neutral,resolve complex queries,
1/9/2024 16:05,18,Male,Graduated,Medicine,No,Rarely,"Research, Writing",More than 5 hours,Agree,Neutral,Disagree,,Disagree,Agree,Neutral,,Neutral,Disagree,Neutral,Improves research skills,
